"word","form","level"
"software","n.","B1"
"soil","n.","B1"
"solar","adj.","B2"
"soldier","n.","A2"
"sole","adj.","C1"
"solely","adv.","C1"
"solicitor","n.","C1"
"solid","adj.","B1"
"solid","n.","B1"
"solidarity","n.","C1"
"solo","adj.","C1"
"solo","n.","C1"
"solution","n.","A2"
"solve","v.","A2"
"some","det.","A1"
"some","pron.","A1"
"somebody","pron.","A1"
"somehow","adv.","B2"
"someone","pron.","A1"
"something","pron.","A1"
"sometime","adv.","B2"
"sometimes","adv.","A1"
"somewhat","adv.","B2"
"somewhere","adv.","A2"
"somewhere","pron.","A2"
"son","n.","A1"
"song","n.","A1"
"soon","adv.","A1"
"sophisticated","adj.","B2"
"sorry","adj.","A1"
"sorry","exclam.","A1"
"sort","n.","A2"
"sort","v.","B1"
"soul","n.","B2"
"sound","adj.","C1"
"sound","n.","A1"
"sound","v.","A1"
"soup","n.","A1"
"source","n.","A2"
"south","adj.","A1"
"south","adv.","A1"
"south","n.","A1"
"southern","adj.","B1"
"sovereignty","n.","C1"
"space","n.","A1"
"spam","n.","C1"
"span","n.","C1"
"span","v.","C1"
"spare","adj.","B2"
"spare","v.","C1"
"spark","v.","C1"
"speak","v.","A1"
"speaker","n.","A2"
"special","adj.","A1"
"specialist","adj.","B2"
"specialist","n.","B2"
"specialize","v.","B1"
"specialized","adj.","C1"
"species","n.","B2"
"specific","adj.","A2"
"specification","n.","C1"
"specifically","adv.","B1"
"specify","v.","B2"
"specimen","n.","C1"
"spectacle","n.","C1"
"spectacular","adj.","B2"
"spectator","n.","B2"
"spectrum","n.","C1"
"speech","n.","A2"
"speed","n.","A2"
"speed","v.","B2"
"spell","n.","C1"
"spell","v.","A1"
"spelling","n.","A1"
"spend","v.","A1"
"spending","n.","B1"
"sphere","n.","C1"
"spice","n.","B2"
"spicy","adj.","B1"
"spider","n.","A2"
"spill","v.","B2"
"spin","n.","C1"
"spin","v.","C1"
"spine","n.","C1"
"spirit","n.","B1"
"spite","n.","B2"
"spiritual","adj.","B2"
"split","n.","B2"
"split","v.","B2"
"spoil","v.","B2"
"spoken","adj.","B1"
"spokesman","n.","B2"
"spokesperson","n.","B2"
"spokeswoman","n.","B2"
"sponsor","n.","B2"
"sponsor","v.","B2"
"sponsorship","n.","B2"
"spoon","n.","A2"
"sport","n.","A1"
"sporting","adj.","B2"
"spot","n.","B1"
"spot","v.","B2"
"spotlight","n.","C1"
"spouse","n.","C1"
"spread","n.","B2"
"spread","v.","B1"
"spring","n.","A1"
"spring","v.","B1"
"spy","n.","C1"
"spy","v.","C1"
"squad","n.","C1"
"square","adj.","A2"
"square","n.","A2"
"squeeze","v.","C1"
"stab","v.","C1"
"stability","n.","C1"
"stabilize","v.","C1"
"stable","adj.","B2"
"stadium","n.","B1"
"staff","n.","B1"
"stage","n.","A2"
"stage","v.","B2"
"stair","n.","A2"
"stake","n.","C1"
"stall","n.","B2"
"stamp","n.","A2"
"stance","n.","B2"
"stand","n.","B2"
"stand","v.","A1"
"standard","adj.","B1"
"standard","n.","B1"
"standing","adj.","C1"
"star","n.","A1"
"star","v.","A2"
"stare","v.","B2"
"stark","adj.","C1"
"start","n.","A2"
"start","v.","A1"
"starve","v.","B2"
"state","adj.","B1"
"state","n.","A2"
"state","v.","B1"
"statement","n.","A1"
"station","n.","A1"
"statistical","adj.","C1"
"statistic","n.","B1"
"statue","n.","B1"
"status","n.","B2"
"stay","n.","A2"
"stay","v.","A1"
"steadily","adv.","B2"
"steady","adj.","B2"
"steal","v.","A2"
"steam","n.","B2"
"steel","n.","B2"
"steep","adj.","B2"
"steer","v.","C1"
"stem","n.","C1"
"stem","v.","C1"
"step","n.","A2"
"step","v.","B2"
"stereotype","n.","C1"
"stick (piece of wood)","n.","B1"
"stick (push into/attach)","v.","B1"
"sticky","adj.","B2"
"stiff","adj.","B2"
"still","adj.","B1"
"still","adv.","A1"
"stimulate","v.","B2"
"stimulus","n.","C1"
"stir","v.","C1"
"stock","n.","B2"
"stomach","n.","A2"
"stone","n.","A2"
"stop","n.","A1"
"stop","v.","A1"
"storage","n.","C1"
"store","n.","A2"
"store","v.","B1"
"storm","n.","A2"
"story","n.","A1"
"straight","adj.","A2"
"straight","adv.","A2"
"straightforward","adj.","C1"
"strain","n.","C1"
"strand","n.","C1"
"strange","adj.","A2"
"stranger","n.","B1"
"strategic","adj.","C1"
"strategy","n.","A2"
"stream","n.","B2"
"street","n.","A1"
"strength","n.","B1"
"stress","n.","A2"
"stress","v.","A2"
"stretch","n.","B2"
"stretch","v.","B2"
"strict","adj.","B2"
"strictly","adv.","B2"
"strike","n.","B2"
"strike","v.","B2"
"striking","adj.","B2"
"string","n.","B1"
"strip","(long narrow piece) n.","C1"
"strip","(remove clothes/a layer) v.","C1"
"strive","v.","C1"
"stroke","n.","B2"
"strong","adj.","A1"
"strongly","adv.","B1"
"structural","adj.","C1"
"structure","n.","A2"
"structure","v.","B2"
"struggle","n.","B2"
"struggle","v.","B2"
"student","n.","A1"
"studio","n.","B1"
"study","n.","A1"
"study","v.","A1"
"stuff","n.","B1"
"stuff","v.","B2"
"stumble","v.","C1"
"stun","v.","C1"
"stunning","adj.","B2"
"stupid","adj.","A2"
"style","n.","A1"
"subject","adj.","B2"
"subject","n.","A1"
"submission","n.","C1"
"submit","v.","B2"
"subsequent","adj.","B2"
"subsequently","adv.","B2"
"subsidy","n.","C1"
"substance","n.","B1"
"substantial","adj.","C1"
"substantially","adv.","C1"
"substitute","n.","C1"
"substitute","v.","C1"
"substitution","n.","C1"
"subtle","adj.","C1"
"suburb","n.","B2"
"suburban","adj.","C1"
"succeed","v.","A2"
"success","n.","A1"
"successful","adj.","A2"
"successfully","adv.","B1"
"succession","n.","C1"
"successive","adj.","C1"
"successor","n.","C1"
"such","det./pron.","A2"
"suck","v.","C1"
"sudden","adj.","B1"
"suddenly","adv.","A2"
"sue","v.","C1"
"suffer","v.","B1"
"suffering","n.","B2"
"sufficient","adj.","B2"
"sufficiently","adv.","B2"
"sugar","n.","A1"
"suggest","v.","A2"
"suggestion","n.","A2"
"suicide","n.","C1"
"suit","n.","A2"
"suit","v.","B1"
"suitable","adj.","B1"
"suite","n.","C1"
"sum","n.","B2"
"sum","v.","B2"
"summarize","v.","B1"
"summary","n.","B1"
"summer","n.","A1"
"summit","n.","C1"
"sun","n.","A1"
"Sunday","n.","A1"
"super","adj.","B2"
"superb","adj.","C1"
"superior","adj.","C1"
"supermarket","n.","A1"
"supervise","v.","C1"
"supervision","n.","C1"
"supervisor","n.","C1"
"supplement","n.","C1"
"supplement","v.","C1"
"supply","n.","B1"
"supply","v.","B1"
"support","n.","A2"
"support","v.","A2"
"supporter","n.","B1"
"supportive","adj.","C1"
"suppose","v.","A2"
"supposedly","adv.","C1"
"suppress","v.","C1"
"supreme","adj.","C1"
"sure","adj.","A1"
"sure","adv.","A2"
"surely","adv.","B1"
"surface","n.","B1"
"surge","n.","C1"
"surge","v.","C1"
"surgeon","n.","B2"
"surgical","adj.","C1"
"surplus","n.","C1"
"surprise","n.","A2"
"surprise","v.","A2"
"surprised","adj.","A2"
"surprising","adj.","A2"
"surrender","v.","C1"
"surround","v.","B2"
"surrounding","adj.","B2"
"surveillance","n.","C1"
"survey","n.","A2"
"survey","v.","B2"
"survival","n.","B2"
"survive","v.","B1"
"survivor","n.","B2"
"suspect","n.","B2"
"suspect","v.","B2"
"suspend","v.","B2"
"suspension","n.","C1"
"suspicion","n.","C1"
"suspicious","adj.","C1"
"sustain","v.","C1"
"sustainable","adj.","B2"
"swallow","v.","B2"
"swear","v.","B2"
"sweater","n.","A1"
"sweep","v.","B2"
"sweet","adj.","A2"
"sweet","n.","A2"
"swim","n.","B1"
"swim","v.","A1"
"swimming","n.","A1"
"swing","n.","C1"
"swing","v.","C1"
"switch","n.","B2"
"switch","v.","B1"
"sword","n.","C1"
"symbol","n.","A2"
"symbolic","adj.","C1"
"sympathetic","adj.","B2"
"sympathy","n.","B2"
"symptom","n.","B1"
"syndrome","n.","C1"
"synthesis","n.","C1"
"system","n.","A2"
"systematic","adj.","C1"
"table","n.","A1"
"tablet","n.","A2"
"tackle","n.","C1"
"tackle","v.","B2"
"tactic","n.","C1"
"tactical","adj.","C1"
"tag","n.","B2"
"tag","v.","B2"
"tail","n.","B1"
"take","v.","A1"
"tale","n.","B2"
"talent","n.","B1"
"talented","adj.","B1"
"talk","n.","A2"
"talk","v.","A1"
"tall","adj.","A1"
"tank","n.","B2"
"tap","n.","B2"
"tap","v.","B2"
"tape","n.","B1"
"target","n.","A2"
"target","v.","B2"
"task","n.","A2"
"taste","n.","A2"
"taste","v.","A2"
"tax","n.","B1"
"tax","v.","B1"
"taxi","n.","A1"
"taxpayer","n.","C1"
"tea","n.","A1"
"teach","v.","A1"
"teacher","n.","A1"
"teaching","n.","A2"
"team","n.","A1"
"tear¹","n.","B2"
"tear¹","v.","B2"
"tear²","n.","B2"
"technical","adj.","B1"
"technique","n.","B1"
"technological","adj.","B2"
"technology","n.","A2"
"teenage","adj.","A2"
"teenager","n.","A1"
"teens","n.","B2"
"telephone","n.","A1"
"telephone","v.","A1"
"television","n.","A1"
"tell","v.","A1"
"temperature","n.","A2"
"temple","n.","B2"
"temporarily","adv.","B2"
"temporary","adj.","B2"
"tempt","v.","C1"
"ten","number","A1"
"tenant","n.","C1"
"tend","v.","B1"
"tendency","n.","B2"
"tender","adj.","C1"
"tennis","n.","A1"
"tension","n.","B2"
"tent","n.","B1"
"tenure","n.","C1"
"term","n.","A2"
"term","v.","B2"
"terminal","adj.","C1"
"terminal","n","B2"
"terminate","v.","C1"
"terms","n.","B2"
"terrain","n.","C1"
"terrible","adj.","A1"
"terribly","adv.","B2"
"terrific","adj.","C1"
"terrify","v.","B2"
"territory","n.","B2"
"terror","n.","B2"
"terrorism","n.","B2"
"terrorist","n.","B2"
"test","n.","A1"
"test","v.","A1"
"testify","v.","C1"
"testimony","n.","C1"
"testing","n.","B2"
"text","n.","A1"
"text","v.","A2"
"textbook","n.","B2"
"texture","n.","C1"
"than","conj.","A1"
"thank","v.","A1"
"thankfully","adv.","C1"
"thanks","exclam.","A1"
"thanks","n.","A1"
"that","adv.","B1"
"that","conj.","A1"
"that","det.","A1"
"that","pron.","A1"
"the","definite article","A1"
"theatre","n.","A1"
"theatrical","adj.","C1"
"theft","n.","B2"
"their","det.","A1"
"theirs","pron.","B1"
"them","pron.","A1"
"theme","n.","B1"
"themselves","pron.","A2"
"then","adv.","A1"
"theology","n.","C1"
"theoretical","adj.","C1"
"theory","n.","B1"
"therapist","n.","B2"
"therapy","n.","B2"
"there","adv.","A1"
"thereafter","adv.","C1"
"thereby","adv.","C1"
"therefore","adv.","B1"
"these","det./pron.","A1"
"thesis","n.","B2"
"they","pron.","A1"
"thick","adj.","A2"
"thief","n.","A2"
"thin","adj.","A2"
"thing","n.","A1"
"think","v.","A1"
"thinking","n.","A2"
"third","n.","A2"
"third","number","A1"
"thirsty","adj.","A1"
"thirteen","number","A1"
"thirty","number","A1"
"this","adv.","B1"
"this","det./pron.","A1"
"thorough","adj.","B2"
"thoroughly","adv.","B2"
"though","adv.","B1"
"though","conj.","B1"
"thought","n.","A2"
"thought-provoking","adj.","C1"
"thoughtful","adj.","C1"
"thousand","number","A1"
"thread","n.","C1"
"threat","n.","B2"
"threaten","v.","B2"
"three","number","A1"
"threshold","n.","C1"
"thrilled","adj.","C1"
"thrive","v.","C1"
"throat","n.","B1"
"through","adv.","A1"
"through","prep.","A1"
"throughout","prep./adv.","B1"
"throw","v.","A2"
"thumb","n.","B2"
"Thursday","n.","A1"
"thus","adv.","B2"
"ticket","n.","A1"
"tide","n.","C1"
"tidy","adj.","A2"
"tidy","v.","A2"
"tie","n.","A2"
"tie","v.","A2"
"tight","adj.","B1"
"tighten","v.","C1"
"till","conj./prep.","B1"
"timber","n.","C1"
"time","n.","A1"
"time","v.","B2"
"timely","adj.","C1"
"timing","n.","B2"
"tin","n.","B1"
"tiny","adj.","B1"
"tip","n.","A2"
"tip","v.","B1"
"tire","v.","B2"
"tired","adj.","A1"
"tissue","n.","B2"
"title","n.","A1"
"title","v.","B2"
"to","infinitive marker","A1"
"to","prep.","A1"
"tobacco","n.","C1"
"today","adv.","A1"
"today","n.","A1"
"toe","n.","B1"
"together","adv.","A1"
"toilet","n.","A1"
"tolerance","n.","C1"
"tolerate","v.","C1"
"toll","n.","C1"
"tomato","n.","A1"
"tomorrow","adv.","A1"
"tomorrow","n.","A1"
"ton","n.","B2"
"tone","n.","B2"
s"tongue","n.","B1"
"tonight","adv.","A1"
"tonight","n.","A1"
"tonne","n.","B2"
"too","adv.","A1"
"tool","n.","A2"
"tooth","n.","A1"
"top","adj.","A2"
"top","n.","A2"
"top","v.","C1"
"topic","n.","A1"
"torture","n.","C1"
"torture","v.","C1"
"toss","v.","C1"
"total","adj.","B1"
"total","n.","B1"
"total","v.","C1"
"totally","adv.","B1"
"touch","n.","B1"
"touch","v.","A2"
"tough","adj.","B2"
"tour","n.","A2"
"tour","v.","B1"
"tourism","n.","A2"
"tourist","n.","A1"
"tournament","n.","B2"
"towards","prep.","A2"
"towel","n.","A2"
"tower","n.","A2"
"town","n.","A1"
"toxic","adj.","C1"
"toy","adj.","A2"
"toy","n.","A2"
"trace","n.","C1"
"trace","v.","B2"
"track","n.","A2"
"track","v.","B2"
"trade","n.","B1"
"trade","v.","B1"
"trademark","n.","C1"
"trading","n.","B2"
"tradition","n.","A2"
"traditional","adj.","A2"
"traffic","n.","A1"
"tragedy","n.","B2"
"tragic","adj.,","B2"
"trail","n.","C1"
"trail","v.","C1"
"trailer","n.","C1"
"train","n.","A1"
"train","v.","A2"
"trainer","n.","A2"
"training","n.","A2"
"trait","n.","B2"
"transaction","n.","C1"
"transcript","n.","C1"
"transfer","n.","B2"
"transfer","v.","B2"
"transform","v.","B2"
"transformation","n.","C1"
"transit","n.","C1"
"transition","n.","B2"
"translate","v.","B1"
"translation","n.","B1"
"transmission","n.","C1"
"transmit","v.","B2"
"transparency","п.","С1"
"transparent","adj.","C1"
"transport","n.","A2"
"transport","v.","B1"
"transportation","n.","B2"
"trap","n.","B2"
"trap","v.","B2"
"trauma","n.","C1"
"travel","n.","A1"
"travel","v.","A1"
"traveller","n.","A2"
"treasure","n.","B2"
"treat","v.","B1"
"treatment","n.","B1"
"treaty","n.","C1"
"tree","n.","A1"
"tremendous","adj.","C1"
"trend","n.","B1"
"trial","n.","B2"
"tribal","adj.","C1"
"tribe","n.","B2"
"tribunal","n.","C1"
"tribute","n.","C1"
"trick","n.","B1"
"trick","v.","B1"
"trigger","n.","C1"
"trigger","v.","B2"
"trillion","number","B2"
"trio","n.","C1"
"trip","n.","A1"
"trip","v.","B2"
"triumph","n.","C1"
"troop","n.","B2"
"trophy","n.","C1"
"tropical","adj.","B2"
"troubled","adj.","C1"
"trouble","n.","A2"
"trouble","v.","B2"
"trousers","n.","A1"
"truck","n.","A2"
"true","adj.","A1"
"truly","adv.","B2"
"trust","n.","B2"
"trust","v.","B2"
"trustee","n.","C1"
"truth","n.","B1"
"try","n.","B2"
"try","v.","A1"
"tsunami","n.","B2"
"T-shirt","n.","A1"
"tube","n.","B1"
"Tuesday","n.","A1"
"tuition","n.","C1"
"tune","n.","B2"
"tunnel","n.","B2"
"turn","n.","A1"
"turn","v.","A1"
"turnout","n.","C1"
"turnover","n.","C1"
"TV","n.","A1"
"twelve","number","A1"
"twenty","number","A1"
"twice","adv.","A1"
"twin","adj.","A2"
"twin","n.","A2"
"twist","n.","C1"
"twist","v.","C1"
"two","number","A1"
"type","n.","A1"
"type","v.","B1"
"typical","adj.","A2"
"typically","adv.","B1"
"tyre","n.","B1"
"ugly","adj.","B1"
"ultimate","adj.","B2"
"ultimately","adv.","B2"
"umbrella","n.","A1"
"unable","adj.","B1"
"unacceptable","adj.","B2"
"uncertainty","n.","B2"
"uncle","n.","A1"
"uncomfortable","adj.","B1"
"unconscious","adj.","B2"
"under","adv.","A1"
"under","prep.","A1"
"undergo","v.","B2"
"undergraduate","n.","C1"
"underground","adj.","A2"
"underground","adv.","A2"
"underlying","adj.","C1"
"undermine","v.","C1"
"understand","v.","A1"
"understanding","n.","A2"
"undertake","v.","B2"
"underwear","n.","B1"
"undoubtedly","adv.","C1"
"unemployed","adj.","B1"
"unemployment","n.","B1"
"unexpected","adj.","B2"
"unfair","adj.","B1"
"unfold","v.","B2"
"unfortunate","adj.","B2"
"unfortunately","adv.","A2"
"unhappy","adj.","A2"
"uniform","n.","A2"
"unify","v.","C1"
"union","n.","B1"
"unique","adj.","B2"
"unit","n.","A2"
"unite","v.","B2"
"united","adj.","A2"
"unity","n.","B2"
"universal","adj.","B2"
"universe","n.","B2"
"university","n.","A1"
"unknown","adj.","B2"
"unless","conj.","B1"
"unlike","prep.","B1"
"unlikely","adj.","B1"
"unnecessary","adj.","B1"
"unpleasant","adj.","B1"
"unprecedented","adj.","C1"
"until","conj./prep.","A1"
"unusual","adj.","A2"
"unveil","v.","C1"
"up","adv.","A1"
"up","prep.","A1"
"upcoming","adj.","C1"
"update","n.","B1"
"update","v.","B1"
"upgrade","n.","C1"
"upgrade","v.","C1"
"uphold","v.","C1"
"upon","prep.","B1"
"upper","adj.","B2"
"upset","adj.","B1"
"upset","v.","B1"
"upstairs","adj.","A2"
"upstairs","adv.","A1"
"upwards","adv.","B2"
"urban","adj.","B2"
"urge","v.","B2"
"urgent","adj.","B2"
"us","pron.","A1"
"usage","n.","B2"
"use","n.","A2"
"use","v.","A1"
"used¹","adj.","B1"
"used²","adj.","B1"
"used to","modal v.","A2"
"useful","adj.","A1"
"useless","adj.","B2"
"user","n.","A2"
"usual","adj.","A2"
"usually","adv.","A1"
"utility","n.","C1"
"utilize","v.","C1"
"utterly","adv.","C1"
"vacation","n.","A1"
"vacuum","n.","C1"
"vague","adj.","C1"
"valid","adj.","B2"
"validity","n.","C1"
"valley","n.","A2"
"valuable","adj.","B1"
"value","n.","B1"
"value","v.","B2"
"van","n.","A2"
"vanish","v.","C1"
"variable","adj.","C1"
"variable","n.","C1"
"variation","n.","B2"
"varied","adj.","C1"
"various","adj.","B1"
"vary","v.","B2"
"vast","adj.","B2"
"vegetable","n.","A1"
"vehicle","n.","A2"
"vein","n.","C1"
"venture","n.","C1"
"venture","v.","C1"
"venue","n.","B2"
"verbal","adj.","C1"
"verdict","n.","C1"
"verify","v.","C1"
"version","n.","B1"
"verse","n.","C1"
"versus","prep.","C1"
"vertical","adj.","B2"
"very","adv.","A1"
"very","adj.","B2"
"vessel","n.","C1"
"veteran","n.","C1"
"via","prep.","B2"
"viable","adj.,","C1"
"vibrant","adj.","C1"
"vice","n.","C1"
"vicious","adj.","C1"
"victim","n.","B1"
"victory","n.","B2"
"video","n.","A1"
"view","n.","A2"
"view","v.","B1"
"viewer","n.","B1"
"viewpoint","n.","B2"
"village","n.","A1"
"villager","n.","C1"
"violence","n.","B2"
"violent","adj.","B1"
"virtual","adj.","B2"
"virtue","n.","C1"
"virus","n.","A2"
"visa","n.","B2"
"visible","adj.","B2"
"vision","n.","B2"
"visit","n.","A1"
"visit","v.","A1"
"visitor","n.","A1"
"visual","adj.","B2"
"vital","adj.","B2"
"vitamin","n.","B2"
"vocal","adj.","C1"
"voice","n.","A2"
"volume","n.","B2"
"voluntary","adj.","B2"
"volunteer","n.","B1"
"volunteer","v.","B1"
"vote","n.","B1"
"vote","v.","B1"
"voting","n.","B2"
"vow","v.","C1"
"vulnerability","n.","C1"
"vulnerable","adj.","C1"
"wage","n.","B2"
"wait","n.","A2"
"wait","v.","A1"
"waiter","n.","A1"
"wake","v.","A1"
"walk","n.","A1"
"walk","v.","A1"
"wall","n.","A1"
"wander","v.","B2"
"want","v.","A1"
"war","n.","A2"
"ward","n.","C1"
"warehouse","n.","C1"
"warfare","n.","C1"
"warm","adj.","A1"
"warm","v.","B1"
"warming","n.","B2"
"warn","v.","B1"
"warning","n.","B1"
"warrant","n.","C1"
"warrant","v.","C1"
"warrior","n.","C1"
"wash","n.","A2"
"wash","v.","A1"
"washing","n.","A2"
"waste","adj.","B1"
"waste","n.","B1"
"waste","v.","B1"
"watch","n.","A1"
"watch","v.","A1"
"water","n.","A1"
"water","v.","B1"
"wave","n.","A2"
"wave","v.","B1"
"way","n.","A1"
"way","adv.","B2"
"we","pron.","A1"
"weak","adj.","A2"
"weaken","v.","C1"
"weakness","n.","B2"
"wealth","n.","B2"
"wealthy","adj.","B2"
"weapon","n.","B1"
"wear","v.","A1"
"weather","n.","A1"
"weave","v.","C1"
"web","n.","A2"
"website","n.","A1"
"wedding","n.","A2"
"Wednesday","n.","A1"
"weed","n.","C1"
"week","n.","A1"
"weekend","n.","A1"
"weekly","adj.","B2"
"weigh","v.","B1"
"weight","n.","A2"
"weird","adj.","B2"
"welcome","adj.","A1"
"welcome","exclam.","A1"
"welcome","n.","A2"
"welcome","v.","A1"
"welfare","n.","B2"
"well","adj.","A1"
"well","adv.","A1"
"well","exclam.","A1"
"well","n.","C1"
"well-being","n.","C1"
"west","adj.","A1"
"west","adv.","A1"
"west","n.","A1"
"western","adj.","B1"
"wet","adj.","A2"
"what","det.","A1"
"what","pron.","A1"
"whatever","det./pron.","B1"
"whatsoever","adv.","C1"
"wheat","n.","B2"
"wheel","n.","A2"
"when","adv.","A1"
"when","conj.","A1"
"when","pron.","A1"
"whenever","conj.","B1"
"where","adv.","A1"
"where","conj.","A1"
"whereas","conj.","B2"
"whereby","adv.","C1"
"wherever","conj.","B2"
"whether","conj.","B1"
"which","pron./det.","A1"
"while","conj.","A2"
"while","n.","B1"
"whilst","conj.","C1"
"whip","v.","C1"
"whisper","n.","B2"
"whisper","v.","B2"
"white","adj.","A1"
"white","n.","A1"
"who","pron.","A1"
"whoever","pron.","B2"
"whole","adj.","A2"
"whole","n.","B1"
"wholly","adv.","C1"
"whom","pron.","B2"
"whose","det./pron.","A2"
"why","adv.","A1"
"wide","adj.","A2"
"widely","adv.","B2"
"widen","v.","C1"
"widespread","adj.","B2"
"widow","n.","C1"
"width","n.","C1"
"wife","n.","A1"
"wild","adj.","A2"
"wildlife","n.","B2"
"will","modal v.","A1"
"will","n.","B1"
"willing","adj.","B2"
"willingness","n.","C1"
"win","n.","B1"
"win","v.","A1"
"wind¹","n.","A2"
"wind²","v.","B2"
"window","n.","A1"
"wine","n.","A1"
"wing","n.","B1"
"winner","n.","A2"
"winter","n.","A1"
"wipe","v.","C1"
"wire","n.","B2"
"wisdom","n.","B2"
"wise","adj.","B2"
"wish","n.","A2"
"wish","v.","A2"
"wit","n.","C1"
"with","prep.","A1"
"withdraw","v.","B2"
"withdrawal","n.","C1"
"within","prep.","B1"
"without","prep.","A1"
"witness","n.","B2"
"witness","v.","B2"
"woman","n.","A1"
"wonder","n.","B1"
"wonder","v.","B1"
"wonderful","adj.","A1"
"wood","n.","A2"
"wooden","adj.","A2"
"wool","n.","B1"
"word","n.","A1"
"work","n.","A1"
"work","v.","A1"
"worker","n.","A1"
"workforce","n.","B2"
"working","adj.","A2"
"workout","n.","C1"
"workplace","n.","B2"
"workshop","n.","B2"
"world","n.","A1"
"worldwide","adj.","B1"
"worldwide","adv.","B1"
"worm","n.","B2"
"worried","adj.","A2"
"worry","n.","B1"
"worry","v.","A2"
"worse","adj.","A2"
"worse","adv.","B1"
"worse","n.","B2"
"worship","n.","C1"
"worship","v.","C1"
"worst","adj.","A2"
"worst","adv.","B1"
"worst","n.","B2"
"worth","adj.","B1"
"worth","n.","B2"
"worthwhile","adj.","C1"
"worthy","adj.","C1"
"would","modal v.","A1"
"wound","n.","B2"
"wound","v.","B2"
"wow","exclam.","A2"
"wrap","v.","B2"
"wrist","n.","B2"
"write","v.","A1"
"writer","n.","A1"
"writing","n.","A1"
"written","adj.","B1"
"wrong","adj.","A1"
"wrong","adv.","B1"
"wrong","n.","B2"
"yard","n.","B1"
"yeah","exclam.","A1"
"year","n.","A1"
"yell","v.","C1"
"yellow","adj.","A1"
"yellow","n.","A1"
"yes","exclam.","A1"
"yesterday","adv.","A1"
"yesterday","n.","A1"
"yet","adv.","A2"
"yet","conj.","B2"
"yield","n.","C1"
"yield","v.","C1"
"you","pron.","A1"
"young","adj.","A1"
"young","n.","B1"
"youngster","n.","C1"
"your","det.","A1"
"yours","pron.","A2"
"yourself","pron.","A1"
"youth","n.","B1"
"zero","number","A2"
"zone","n.","B2"
